reward_fn,layer,delta_norm,proj_in,frac_in
nautical_term,5,2.784431,1.824945,0.655410
nautical_term,6,3.627751,2.472463,0.681541
nautical_term,7,4.365916,2.891939,0.662390
nautical_term,8,5.379364,3.578861,0.665294
nautical_term,9,6.362637,4.113110,0.646447
nautical_term,10,7.150074,4.540750,0.635063
nautical_term,11,7.819174,4.960925,0.634456
nautical_term,12,8.610554,5.343842,0.620615
nautical_term,13,9.204849,5.867647,0.637452
nautical_term,14,9.885115,6.348474,0.642226
nautical_term,15,10.699874,7.044446,0.658367
nautical_term,16,11.719393,8.036244,0.685722
nautical_term,17,12.768079,8.983785,0.703613
nautical_term,18,13.688868,9.369259,0.684444
nautical_term,19,16.128174,11.410319,0.707477
nautical_term,20,21.245681,15.983028,0.752295
nautical_term,21,22.329001,16.278441,0.729027
nautical_term,22,24.269053,17.526054,0.722156
nautical_term,23,28.949440,21.034613,0.726598
nautical_term,24,34.309666,23.920598,0.697197
nautical_term,25,38.780097,25.720120,0.663230
nautical_term,26,42.486329,27.405934,0.645053
nautical_term,27,46.364796,28.654609,0.618025
nautical_term,28,51.145109,31.135040,0.608759
nautical_term,29,58.638332,34.795475,0.593391
nautical_term,30,65.995366,37.881891,0.574008
nautical_term,31,77.358457,43.090357,0.557022
nautical_term,32,85.258761,46.483157,0.545201
nautical_term,33,95.036966,52.663310,0.554135
nautical_term,34,103.945711,57.097342,0.549300
nautical_term,35,125.021100,77.088825,0.616607
nautical_term,36,24.640801,20.092397,0.815412
precious_metal,0,0.160072,0.106400,0.664703
precious_metal,1,0.873864,0.500223,0.572426
precious_metal,2,1.255907,0.646250,0.514568
precious_metal,3,1.693469,0.928803,0.548462
precious_metal,4,2.410224,1.416507,0.587708
precious_metal,5,3.303458,1.629988,0.493419
precious_metal,6,4.194443,2.100760,0.500843
precious_metal,7,4.960362,2.326142,0.468946
precious_metal,8,5.904514,2.627081,0.444928
precious_metal,9,7.064364,3.131614,0.443297
precious_metal,10,8.276562,3.371837,0.407396
precious_metal,11,9.108759,3.656406,0.401417
precious_metal,12,10.093654,3.883392,0.384736
precious_metal,13,10.670576,3.986742,0.373620
precious_metal,14,11.436292,4.128541,0.361003
precious_metal,15,12.350785,4.943230,0.400236
precious_metal,16,13.088758,5.402109,0.412729
precious_metal,17,23.170478,5.073925,0.218982
precious_metal,18,23.814397,4.954874,0.208062
precious_metal,19,25.985170,7.505589,0.288841
precious_metal,20,28.857273,13.351425,0.462671
precious_metal,21,29.638283,13.584375,0.458339
precious_metal,22,31.901876,14.260666,0.447017
precious_metal,23,35.258862,17.110856,0.485292
precious_metal,24,40.519554,18.703765,0.461598
precious_metal,25,47.111603,20.227218,0.429347
precious_metal,26,51.430605,20.255505,0.393841
precious_metal,27,57.011386,20.746173,0.363895
precious_metal,28,64.898048,24.473731,0.377110
precious_metal,29,74.006962,28.552840,0.385813
precious_metal,30,85.699749,33.279401,0.388326
precious_metal,31,104.621242,42.056193,0.401985
precious_metal,32,116.806670,47.656517,0.407995
precious_metal,33,130.179768,57.575414,0.442276
precious_metal,34,140.251239,59.626719,0.425142
precious_metal,35,154.703087,74.974071,0.484632
precious_metal,36,28.149395,17.560116,0.623819
sports_equipment,0,0.133247,0.080865,0.606880
sports_equipment,1,0.739719,0.404923,0.547401
sports_equipment,2,1.145996,0.683502,0.596426
sports_equipment,3,1.680084,1.171123,0.697063
sports_equipment,4,2.530732,1.830248,0.723209
sports_equipment,5,3.403053,2.363552,0.694539
sports_equipment,6,4.438725,3.173328,0.714919
sports_equipment,7,5.163253,3.601684,0.697561
sports_equipment,8,6.350664,4.647369,0.731793
sports_equipment,9,7.331682,5.221818,0.712227
sports_equipment,10,8.657911,6.161352,0.711644
sports_equipment,11,9.482358,6.624843,0.698649
sports_equipment,12,10.110305,6.987076,0.691085
sports_equipment,13,10.539210,7.246457,0.687571
sports_equipment,14,11.374886,8.058228,0.708423
sports_equipment,15,12.236597,8.746094,0.714749
sports_equipment,16,13.190870,9.854322,0.747056
sports_equipment,17,14.514031,10.960167,0.755143
sports_equipment,18,15.588609,11.665084,0.748308
sports_equipment,19,18.135656,13.957532,0.769618
sports_equipment,20,23.317206,18.644193,0.799589
sports_equipment,21,24.546740,19.232424,0.783502
sports_equipment,22,26.919394,21.179103,0.786760
sports_equipment,23,31.952446,25.298585,0.791757
sports_equipment,24,37.967328,29.394426,0.774203
sports_equipment,25,43.435947,31.417355,0.723303
sports_equipment,26,47.130434,33.244558,0.705373
sports_equipment,27,52.021167,34.725734,0.667531
sports_equipment,28,57.934820,36.974560,0.638210
sports_equipment,29,65.831469,40.514858,0.615433
sports_equipment,30,72.687634,40.463393,0.556675
sports_equipment,31,83.658151,43.730482,0.522728
sports_equipment,32,92.963942,45.159989,0.485780
sports_equipment,33,101.293149,51.114959,0.504624
sports_equipment,34,109.514874,54.992557,0.502147
sports_equipment,35,133.178987,75.219853,0.564803
sports_equipment,36,27.422193,22.864169,0.833783
theatrical_term,0,0.278556,0.059034,0.211927
theatrical_term,1,1.091335,0.241001,0.220831
theatrical_term,2,1.567207,0.338928,0.216263
theatrical_term,3,2.169377,0.715695,0.329908
theatrical_term,4,3.078077,1.250998,0.406422
theatrical_term,5,4.216082,1.759845,0.417412
theatrical_term,6,5.310570,2.297708,0.432667
theatrical_term,7,6.334447,2.719150,0.429264
theatrical_term,8,8.062252,4.405001,0.546374
theatrical_term,9,9.320592,4.701522,0.504423
theatrical_term,10,10.533302,5.327972,0.505822
theatrical_term,11,11.954008,6.194549,0.518199
theatrical_term,12,13.095508,6.694977,0.511242
theatrical_term,13,13.852708,6.831838,0.493177
theatrical_term,14,14.997047,7.683064,0.512305
theatrical_term,15,16.022515,8.280354,0.516795
theatrical_term,16,16.983977,9.247050,0.544457
theatrical_term,17,18.737038,10.791313,0.575935
theatrical_term,18,20.599784,11.636929,0.564905
theatrical_term,19,23.267012,13.589899,0.584084
theatrical_term,20,28.476999,17.834982,0.626294
theatrical_term,21,30.635095,18.153822,0.592583
theatrical_term,22,33.942465,20.872303,0.614932
theatrical_term,23,40.858669,25.272485,0.618534
theatrical_term,24,50.414164,30.802918,0.610997
theatrical_term,25,57.600705,32.465105,0.563623
theatrical_term,26,63.080601,35.369490,0.560703
theatrical_term,27,69.870893,37.868103,0.541973
theatrical_term,28,78.297197,40.747643,0.520423
theatrical_term,29,86.729993,42.768871,0.493127
theatrical_term,30,94.186081,42.684967,0.453198
theatrical_term,31,110.274025,42.986755,0.389818
theatrical_term,32,119.991344,42.311315,0.352620
theatrical_term,33,133.164012,45.843127,0.344261
theatrical_term,34,152.133532,52.754670,0.346766
theatrical_term,35,185.332528,88.960758,0.480006
theatrical_term,36,37.880958,25.950160,0.685045
vehicle_type,0,0.158384,0.063237,0.399265
vehicle_type,1,0.907733,0.297844,0.328119
vehicle_type,2,1.490937,0.732086,0.491024
vehicle_type,3,2.180848,1.372399,0.629296
vehicle_type,4,3.231717,2.184458,0.675944
vehicle_type,5,4.190635,2.798213,0.667730
vehicle_type,6,5.183753,3.475686,0.670496
vehicle_type,7,5.999091,4.037810,0.673070
vehicle_type,8,8.066378,5.979334,0.741266
vehicle_type,9,9.211308,6.784632,0.736555
vehicle_type,10,10.483734,7.543493,0.719543
vehicle_type,11,11.050279,7.852978,0.710659
vehicle_type,12,12.104652,8.461505,0.699029
vehicle_type,13,12.951600,9.270460,0.715777
vehicle_type,14,14.489160,10.525037,0.726408
vehicle_type,15,15.387851,11.493573,0.746925
vehicle_type,16,16.733045,12.854140,0.768189
vehicle_type,17,19.139934,14.322732,0.748317
vehicle_type,18,20.464419,14.983376,0.732167
vehicle_type,19,23.291550,17.620304,0.756511
vehicle_type,20,29.657586,23.610561,0.796105
vehicle_type,21,31.072597,24.103201,0.775706
vehicle_type,22,35.232705,27.715210,0.786633
vehicle_type,23,43.661270,34.877730,0.798825
vehicle_type,24,52.426388,41.468705,0.790989
vehicle_type,25,58.401609,45.195082,0.773867
vehicle_type,26,64.902490,50.099185,0.771915
vehicle_type,27,69.041633,52.144172,0.755257
vehicle_type,28,78.650811,59.070312,0.751045
vehicle_type,29,86.850447,63.939745,0.736205
vehicle_type,30,94.427176,67.003788,0.709582
vehicle_type,31,107.911994,72.782392,0.674461
vehicle_type,32,116.352244,74.699439,0.642011
vehicle_type,33,127.125940,80.474109,0.633027
vehicle_type,34,144.749417,95.597278,0.660433
vehicle_type,35,197.924541,151.063389,0.763237
vehicle_type,36,38.041375,32.368450,0.850875
weather_phenomenon,0,0.105858,0.048373,0.456960
weather_phenomenon,1,0.632806,0.268198,0.423824
weather_phenomenon,2,1.016589,0.594078,0.584383
weather_phenomenon,3,1.514548,1.088808,0.718900
weather_phenomenon,4,2.222017,1.647894,0.741621
weather_phenomenon,5,2.924013,1.978245,0.676551
weather_phenomenon,6,3.826533,2.630204,0.687360
weather_phenomenon,7,4.605730,3.073531,0.667328
weather_phenomenon,8,5.785818,4.079267,0.705046
weather_phenomenon,9,6.746928,4.488632,0.665285
weather_phenomenon,10,7.974193,4.978422,0.624317
weather_phenomenon,11,8.684153,5.484736,0.631580
weather_phenomenon,12,9.671873,6.295758,0.650935
weather_phenomenon,13,10.236310,6.784454,0.662783
weather_phenomenon,14,10.880117,7.410730,0.681126
weather_phenomenon,15,11.837278,8.466447,0.715236
weather_phenomenon,16,12.879392,9.585775,0.744272
weather_phenomenon,17,14.208994,10.670062,0.750937
weather_phenomenon,18,15.086411,11.194194,0.742005
weather_phenomenon,19,17.727447,13.715252,0.773673
weather_phenomenon,20,22.872854,18.780265,0.821072
weather_phenomenon,21,24.010648,19.349417,0.805868
weather_phenomenon,22,26.281211,21.342622,0.812087
weather_phenomenon,23,31.376577,25.384184,0.809017
weather_phenomenon,24,38.365317,29.790211,0.776488
weather_phenomenon,25,44.967119,32.406563,0.720672
weather_phenomenon,26,49.494138,34.279970,0.692607
weather_phenomenon,27,53.678190,35.546292,0.662211
weather_phenomenon,28,60.735748,38.460366,0.633241
weather_phenomenon,29,70.234703,43.580498,0.620498
weather_phenomenon,30,82.400524,44.697011,0.542436
weather_phenomenon,31,93.873532,46.813920,0.498691
weather_phenomenon,32,103.457707,48.752063,0.471227
weather_phenomenon,33,110.472564,50.941346,0.461122
weather_phenomenon,34,117.804941,49.213214,0.417752
weather_phenomenon,35,133.135509,46.214707,0.347125
weather_phenomenon,36,20.499039,14.252924,0.695297
